glacier_id,lat,lon
G162783E77619S,-77.619,162.783
G162784E78144S,-78.144,162.784
G162789E77715S,-77.715,162.789
G162793E77610S,-77.61,162.793
G162800E77061S,-77.061,162.8
G162810E66560S,-66.56,162.81
G162831E75700S,-75.7,162.831
G162831E78282S,-78.282,162.831
G162834E78273S,-78.273,162.834
G162844E75689S,-75.689,162.844
G162845E78305S,-78.305,162.845
G162850E77741S,-77.741,162.85
G162851E78227S,-78.227,162.851
G162857E77710S,-77.71,162.857
G162857E78282S,-78.282,162.857
G162875E75682S,-75.682,162.875
G162888E78282S,-78.282,162.888
G162901E78203S,-78.203,162.901
G162902E78285S,-78.285,162.902
G162905E78256S,-78.256,162.905
G162916E78206S,-78.206,162.916
G162917E77708S,-77.708,162.917
G162926E77737S,-77.737,162.926
G162929E78211S,-78.211,162.929
G162935E77696S,-77.696,162.935
G162938E78301S,-78.301,162.938
G162941E78283S,-78.283,162.941
G162943E78213S,-78.213,162.943
G162947E77732S,-77.732,162.947
G162950E77724S,-77.724,162.95
G162951E77586S,-77.586,162.951
G162955E77831S,-77.831,162.955
G162956E78378S,-78.378,162.956
G162960E78252S,-78.252,162.96
G162961E78276S,-78.276,162.961
G162964E77581S,-77.581,162.964
G162967E78357S,-78.357,162.967
G162972E77585S,-77.585,162.972
G162973E77708S,-77.708,162.973
G162980E78376S,-78.376,162.98
G162981E78265S,-78.265,162.981
G162985E77824S,-77.824,162.985
G162987E78207S,-78.207,162.987
G162991E77588S,-77.588,162.991
G162991E78251S,-78.251,162.991
G162993E78276S,-78.276,162.993
G162998E78200S,-78.2,162.998
G162999E78313S,-78.313,162.999
G163006E78259S,-78.259,163.006
G163007E78205S,-78.205,163.007
G163010E77317S,-77.317,163.01
G163014E77582S,-77.582,163.014
G163028E77837S,-77.837,163.028
G163029E78211S,-78.211,163.029
G163042E77572S,-77.572,163.042
G163047E78310S,-78.31,163.047
G163049E78290S,-78.29,163.049
G163060E77575S,-77.575,163.06
G163067E77550S,-77.55,163.067
G163099E77683S,-77.683,163.099
G163116E77574S,-77.574,163.116
G163118E66699S,-66.699,163.118
G163126E78322S,-78.322,163.126
G163133E66719S,-66.719,163.133
G163147E78285S,-78.285,163.147
G163151E78302S,-78.302,163.151
G163152E78187S,-78.187,163.152
G163156E66742S,-66.742,163.156
G163159E78322S,-78.322,163.159
G163166E78180S,-78.18,163.166
G163169E78188S,-78.188,163.169
G163180E77448S,-77.448,163.18
G163181E78177S,-78.177,163.181
G163186E78288S,-78.288,163.186
G163187E77216S,-77.216,163.187
G163188E66792S,-66.792,163.188
G163196E66712S,-66.712,163.196
G163202E66817S,-66.817,163.202
G163202E66837S,-66.837,163.202
G163205E78198S,-78.198,163.205
G163214E66725S,-66.725,163.214
G163215E77670S,-77.67,163.215
G163218E66858S,-66.858,163.218
G163219E78201S,-78.201,163.219
G163223E66783S,-66.783,163.223
G163232E66747S,-66.747,163.232
G163234E78191S,-78.191,163.234
G163241E66884S,-66.884,163.241
G163258E78184S,-78.184,163.258
G163259E77826S,-77.826,163.259
G163262E77471S,-77.471,163.262
G163263E77294S,-77.294,163.263
G163264E78337S,-78.337,163.264
G163272E66781S,-66.781,163.272
G163275E66814S,-66.814,163.275
G163276E66837S,-66.837,163.276
G163276E66858S,-66.858,163.276
G163281E66885S,-66.885,163.281
G163293E77289S,-77.289,163.293
G163296E77802S,-77.802,163.296
G163309E66892S,-66.892,163.309
G163311E66900S,-66.9,163.311
G163312E66909S,-66.909,163.312
G163326E66887S,-66.887,163.326
G163326E70389S,-70.389,163.326
G163326E77549S,-77.549,163.326
G163327E66857S,-66.857,163.327
G163328E77781S,-77.781,163.328
G163331E77653S,-77.653,163.331
G163341E77901S,-77.901,163.341
G163347E77529S,-77.529,163.347
G163347E77541S,-77.541,163.347
G163351E78176S,-78.176,163.351
G163366E77534S,-77.534,163.366
G163366E77658S,-77.658,163.366
G163403E77631S,-77.631,163.403
G163407E77640S,-77.64,163.407
G163412E77797S,-77.797,163.412
G163418E77514S,-77.514,163.418
G163439E78054S,-78.054,163.439
G163445E70363S,-70.363,163.445
G163445E78122S,-78.122,163.445
G163448E77764S,-77.764,163.448
G163455E78103S,-78.103,163.455
G163463E78157S,-78.157,163.463
G163474E77644S,-77.644,163.474
G163486E78072S,-78.072,163.486
G163495E77625S,-77.625,163.495
G163499E78151S,-78.151,163.499
G163510E78145S,-78.145,163.51
G163514E77755S,-77.755,163.514
G163521E77350S,-77.35,163.521
G163526E77518S,-77.518,163.526
G163530E77353S,-77.353,163.53
G163532E77356S,-77.356,163.532
G163558E77745S,-77.745,163.558
G163560E77620S,-77.62,163.56
G163566E77624S,-77.624,163.566
G163589E77738S,-77.738,163.589
G163591E77982S,-77.982,163.591
G163601E77636S,-77.636,163.601
G163602E77625S,-77.625,163.602
G163612E77994S,-77.994,163.612
G163619E77493S,-77.493,163.619
G163633E77626S,-77.626,163.633
G163641E78027S,-78.027,163.641
G163648E77632S,-77.632,163.648
G163651E77621S,-77.621,163.651
G163678E77738S,-77.738,163.678
G163743E77916S,-77.916,163.743
G163756E77733S,-77.733,163.756
G163777E78003S,-78.003,163.777
G163782E77990S,-77.99,163.782
G163793E77999S,-77.999,163.793
G163822E77719S,-77.719,163.822
G163823E77951S,-77.951,163.823
G163827E78009S,-78.009,163.827
G163831E77994S,-77.994,163.831
G163833E77909S,-77.909,163.833
G163862E78005S,-78.005,163.862
G163875E78051S,-78.051,163.875
G163914E78032S,-78.032,163.914
G163914E78040S,-78.04,163.914
G163931E77924S,-77.924,163.931
G163933E78061S,-78.061,163.933
G163944E77970S,-77.97,163.944
G163959E78042S,-78.042,163.959
G163996E77998S,-77.998,163.996
G164021E77979S,-77.979,164.021
G164021E77998S,-77.998,164.021
G164029E77995S,-77.995,164.029
G164051E77874S,-77.874,164.051
G164055E77769S,-77.769,164.055
G164058E77998S,-77.998,164.058
G164078E77956S,-77.956,164.078
G164099E77987S,-77.987,164.099
G164115E77871S,-77.871,164.115
G164119E77992S,-77.992,164.119
G164145E77997S,-77.997,164.145
G164157E77873S,-77.873,164.157
G164157E77979S,-77.979,164.157
G164172E77871S,-77.871,164.172
G164176E77954S,-77.954,164.176
G164182E77871S,-77.871,164.182
G164192E77933S,-77.933,164.192
G164192E78005S,-78.005,164.192
G164235E77957S,-77.957,164.235
G164301E77861S,-77.861,164.301
G164643E67271S,-67.271,164.643
G164649E67315S,-67.315,164.649
G164684E67353S,-67.353,164.684
G164719E67418S,-67.418,164.719
G164737E67292S,-67.292,164.737
G164756E67443S,-67.443,164.756
G164806E67335S,-67.335,164.806
G164817E67475S,-67.475,164.817
G164854E67553S,-67.553,164.854
G164860E67510S,-67.51,164.86
G164880E67401S,-67.401,164.88
G166040E78120S,-78.12,166.04
G166080E78119S,-78.119,166.08
G166092E78117S,-78.117,166.092
G166113E78144S,-78.144,166.113
G166142E77546S,-77.546,166.142
G166152E77544S,-77.544,166.152
G166157E77542S,-77.542,166.157
G166172E77533S,-77.533,166.172
G166176E77546S,-77.546,166.176
G166184E77542S,-77.542,166.184
G166184E78168S,-78.168,166.184
G166187E77530S,-77.53,166.187
G166194E77552S,-77.552,166.194
G166200E77538S,-77.538,166.2
G166201E78217S,-78.217,166.201
G166208E78219S,-78.219,166.208
G166214E78117S,-78.117,166.214
G166222E78197S,-78.197,166.222
G166227E78116S,-78.116,166.227
G166237E77527S,-77.527,166.237
G166240E77573S,-77.573,166.24
G166244E77568S,-77.568,166.244
G166265E78289S,-78.289,166.265
G166278E78288S,-78.288,166.278
G166288E78133S,-78.133,166.288
G166292E78219S,-78.219,166.292
G166297E78207S,-78.207,166.297
G166301E78218S,-78.218,166.301
G166302E78205S,-78.205,166.302
G166329E78137S,-78.137,166.329
G166331E78200S,-78.2,166.331
G166338E78198S,-78.198,166.338
G166360E78147S,-78.147,166.36
G166365E78224S,-78.224,166.365
G166376E78213S,-78.213,166.376
G166377E78146S,-78.146,166.377
G166392E78240S,-78.24,166.392
G166393E78225S,-78.225,166.393
G166395E78187S,-78.187,166.395
G166411E78187S,-78.187,166.411
G166413E78211S,-78.211,166.413
G166416E78201S,-78.201,166.416
G166418E78222S,-78.222,166.418
G166419E78208S,-78.208,166.419
G166434E78242S,-78.242,166.434
G166435E78150S,-78.15,166.435
G166441E78253S,-78.253,166.441
G166451E78149S,-78.149,166.451
G166465E78201S,-78.201,166.465
G166467E78221S,-78.221,166.467
G166468E78198S,-78.198,166.468
G166493E78155S,-78.155,166.493
G166512E78224S,-78.224,166.512
G166514E78170S,-78.17,166.514
G166519E78158S,-78.158,166.519
G166521E78210S,-78.21,166.521
G166523E78167S,-78.167,166.523
G166523E78193S,-78.193,166.523
G166524E78222S,-78.222,166.524
G166527E78235S,-78.235,166.527
G166528E78236S,-78.236,166.528
G166531E78208S,-78.208,166.531
G166535E78164S,-78.164,166.535
G166543E78181S,-78.181,166.543
G166544E78222S,-78.222,166.544
G166548E78162S,-78.162,166.548
G166551E78177S,-78.177,166.551
G166562E78236S,-78.236,166.562
G166563E78209S,-78.209,166.563
G166565E78158S,-78.158,166.565
G166574E78182S,-78.182,166.574
G166575E78236S,-78.236,166.575
G166581E78179S,-78.179,166.581
G166594E78213S,-78.213,166.594
G166601E78215S,-78.215,166.601
G166607E78206S,-78.206,166.607
G166609E78210S,-78.21,166.609
G166611E78227S,-78.227,166.611
G166613E78204S,-78.204,166.613
G166621E78225S,-78.225,166.621
G166621E78233S,-78.233,166.621
G166634E78217S,-78.217,166.634
G166638E78215S,-78.215,166.638
G166641E78231S,-78.231,166.641
G166649E78235S,-78.235,166.649
G166660E78234S,-78.234,166.66
G166687E78232S,-78.232,166.687
G166707E78230S,-78.23,166.707
G166708E77851S,-77.851,166.708
G166712E77457S,-77.457,166.712
G166723E78196S,-78.196,166.723
G166755E78196S,-78.196,166.755
G166758E77265S,-77.265,166.758
G166782E77800S,-77.8,166.782
G166847E77610S,-77.61,166.847
G166908E76946S,-76.946,166.908
G166964E77530S,-77.53,166.964
G166971E77494S,-77.494,166.971
G167008E77530S,-77.53,167.008
G167067E77539S,-77.539,167.067
G167076E77495S,-77.495,167.076
G167076E77507S,-77.507,167.076
G167080E77527S,-77.527,167.08
G167091E77497S,-77.497,167.091
G167108E77522S,-77.522,167.108
G167109E77502S,-77.502,167.109
G167121E77526S,-77.526,167.121
G167125E78186S,-78.186,167.125
G167128E77494S,-77.494,167.128
G167207E77488S,-77.488,167.207
G167219E77483S,-77.483,167.219
G167239E77531S,-77.531,167.239
G167250E77667S,-77.667,167.25
G167282E78093S,-78.093,167.282
G167370E78070S,-78.07,167.37
G167394E78047S,-78.047,167.394
G167409E78050S,-78.05,167.409
G167417E78043S,-78.043,167.417
G167418E78068S,-78.068,167.418
G167419E78048S,-78.048,167.419
G167431E78057S,-78.057,167.431
G167442E78080S,-78.08,167.442
G167443E78075S,-78.075,167.443
G167445E78043S,-78.043,167.445
G167449E78040S,-78.04,167.449
G167453E78073S,-78.073,167.453
G167465E78084S,-78.084,167.465
G167471E78082S,-78.082,167.471
G167472E78078S,-78.078,167.472
G167474E78075S,-78.075,167.474
G167493E78066S,-78.066,167.493
G167651E77446S,-77.446,167.651
G167901E77579S,-77.579,167.901
G168045E73381S,-73.381,168.045
G168300E76063S,-76.063,168.3
G168363E76138S,-76.138,168.363
G168452E77498S,-77.498,168.452
G168480E77500S,-77.5,168.48
G168582E77493S,-77.493,168.582
G168590E77499S,-77.499,168.59
G168593E77501S,-77.501,168.593
G168623E77443S,-77.443,168.623
G168648E77503S,-77.503,168.648
G168725E77500S,-77.5,168.725
G168726E77592S,-77.592,168.726
G168734E77497S,-77.497,168.734
G168746E77481S,-77.481,168.746
G168957E77494S,-77.494,168.957
G168976E77494S,-77.494,168.976
G169023E77474S,-77.474,169.023
G169033E77475S,-77.475,169.033
G169117E77536S,-77.536,169.117
G169119E77503S,-77.503,169.119
G169127E77537S,-77.537,169.127
G169145E77528S,-77.528,169.145
G169149E77501S,-77.501,169.149
G169165E77490S,-77.49,169.165
G169170E77492S,-77.492,169.17
G169211E77532S,-77.532,169.211
G169213E77469S,-77.469,169.213
G169216E77516S,-77.516,169.216
G169217E77527S,-77.527,169.217
G169219E77479S,-77.479,169.219
G169220E77505S,-77.505,169.22
G169228E77485S,-77.485,169.228
G169228E77511S,-77.511,169.228
G169230E77491S,-77.491,169.23
G169230E77532S,-77.532,169.23
G169232E77537S,-77.537,169.232
G169233E77462S,-77.462,169.233
G169244E77486S,-77.486,169.244
G169248E77476S,-77.476,169.248
G169255E77505S,-77.505,169.255
G169271E77478S,-77.478,169.271
G169272E77462S,-77.462,169.272
G169273E77512S,-77.512,169.273
G169275E77507S,-77.507,169.275
G169276E77489S,-77.489,169.276
G169287E77462S,-77.462,169.287
G169297E77482S,-77.482,169.297
G169298E77467S,-77.467,169.298
G169313E77470S,-77.47,169.313
G169317E77485S,-77.485,169.317
G169323E77508S,-77.508,169.323
G169334E77490S,-77.49,169.334
G169348E77498S,-77.498,169.348
G169504E73527S,-73.527,169.504
G169510E73570S,-73.57,169.51
G169537E73510S,-73.51,169.537
G169576E73498S,-73.498,169.576
G169606E73481S,-73.481,169.606
G169650E73396S,-73.396,169.65
G169664E73620S,-73.62,169.664
G169667E73628S,-73.628,169.667
G169672E73612S,-73.612,169.672
G169673E73369S,-73.369,169.673
G169681E73422S,-73.422,169.681
G169727E73331S,-73.331,169.727
G169733E73492S,-73.492,169.733
G169741E73625S,-73.625,169.741
G169828E73378S,-73.378,169.828
G169873E73609S,-73.609,169.873
G169889E73478S,-73.478,169.889
G171082E71957S,-71.957,171.082
G171090E71950S,-71.95,171.09
G171100E71953S,-71.953,171.1
G171196E71883S,-71.883,171.196
G205530E77092S,-77.092,-154.47
G205690E77105S,-77.105,-154.31
G205756E77091S,-77.091,-154.244
G206764E77228S,-77.228,-153.236
G206814E77281S,-77.281,-153.186
G206839E77351S,-77.351,-153.161
G206927E77294S,-77.294,-153.073
G206950E77327S,-77.327,-153.05
G209002E77296S,-77.296,-150.998
G209527E76740S,-76.74,-150.473
G209986E77015S,-77.015,-150.014
G210634E77330S,-77.33,-149.366
G211078E76966S,-76.966,-148.922
G211126E76755S,-76.755,-148.874
G212207E76610S,-76.61,-147.793
G212619E77206S,-77.206,-147.381
G212797E76102S,-76.102,-147.203
G212863E77228S,-77.228,-147.137
G212909E76617S,-76.617,-147.091
G212922E75822S,-75.822,-147.078
G213000E76180S,-76.18,-147
G213145E76185S,-76.185,-146.855
G213233E76900S,-76.9,-146.767
G214021E75540S,-75.54,-145.979
G214265E75638S,-75.638,-145.735
G214310E75614S,-75.614,-145.69
G216911E75414S,-75.414,-143.089
G219663E74749S,-74.749,-140.337
G227366E74442S,-74.442,-132.634
G227438E74374S,-74.374,-132.562
G227793E74151S,-74.151,-132.207
G228075E74420S,-74.42,-131.925
G228437E74403S,-74.403,-131.563
G228438E74467S,-74.467,-131.562
G228924E74495S,-74.495,-131.076
G232355E74477S,-74.477,-127.645
G232411E74422S,-74.422,-127.589
G232658E74546S,-74.546,-127.342
G232855E73513S,-73.513,-127.145
G233286E73157S,-73.157,-126.714
G233417E73355S,-73.355,-126.583
G233512E73232S,-73.232,-126.488
G233765E73569S,-73.569,-126.235
G233828E73443S,-73.443,-126.172
G233983E73875S,-73.875,-126.017
G234171E73251S,-73.251,-125.829
G234247E73560S,-73.56,-125.753
G234393E73741S,-73.741,-125.607
G234917E73832S,-73.832,-125.083
G234927E74067S,-74.067,-125.073
G235348E74041S,-74.041,-124.652
G235643E74176S,-74.176,-124.357
G236841E73764S,-73.764,-123.159
G237736E73775S,-73.775,-122.264
G238055E74327S,-74.327,-121.945
G238671E73853S,-73.853,-121.329
G238773E74044S,-74.044,-121.227
G239012E74018S,-74.018,-120.988
G240629E73953S,-73.953,-119.371
G242782E74327S,-74.327,-117.218
G242792E74084S,-74.084,-117.208
G243164E74056S,-74.056,-116.836
G243311E73952S,-73.952,-116.689
G243420E74104S,-74.104,-116.58
G243428E73994S,-73.994,-116.572
G243678E73884S,-73.884,-116.322
G245046E73992S,-73.992,-114.954
G245049E73989S,-73.989,-114.951
G254731E74088S,-74.088,-105.269
G254734E74115S,-74.115,-105.266
G254759E74073S,-74.073,-105.241
G254767E74107S,-74.107,-105.233
G254838E74093S,-74.093,-105.162
G254907E73145S,-73.145,-105.093
G254920E74032S,-74.032,-105.08
G255011E74048S,-74.048,-104.989
G255047E74053S,-74.053,-104.953
G255072E73077S,-73.077,-104.928
G255722E73968S,-73.968,-104.278
G255732E73983S,-73.983,-104.268
G255759E73985S,-73.985,-104.241
G255774E73990S,-73.99,-104.226
G255785E73983S,-73.983,-104.215
G255788E73991S,-73.991,-104.212
G255807E73992S,-73.992,-104.193
G255818E73964S,-73.964,-104.182
G256232E74145S,-74.145,-103.768
G256237E74139S,-74.139,-103.763
G256260E74136S,-74.136,-103.74
G256269E74157S,-74.157,-103.731
G256280E74146S,-74.146,-103.72
G256313E74169S,-74.169,-103.687
G256315E74148S,-74.148,-103.685
G256323E74161S,-74.161,-103.677
G256332E74189S,-74.189,-103.668
G256342E72732S,-72.732,-103.658
G256342E74142S,-74.142,-103.658
G256364E74139S,-74.139,-103.636
G256401E74164S,-74.164,-103.599
G256402E74175S,-74.175,-103.598
G256419E74149S,-74.149,-103.581
G256444E74169S,-74.169,-103.556
G256472E74132S,-74.132,-103.528
G256508E74153S,-74.153,-103.492
G256537E74157S,-74.157,-103.463
G256556E74120S,-74.12,-103.444
G256573E74157S,-74.157,-103.427
G256598E73678S,-73.678,-103.402
G256599E73670S,-73.67,-103.401
G256610E73663S,-73.663,-103.39
G256626E73625S,-73.625,-103.374
G256631E73681S,-73.681,-103.369
G256633E73672S,-73.672,-103.367
G256634E73799S,-73.799,-103.366
G256635E73808S,-73.808,-103.365
G256635E74137S,-74.137,-103.365
G256639E73616S,-73.616,-103.361
G256654E73811S,-73.811,-103.346
G256660E73628S,-73.628,-103.34
G256689E73622S,-73.622,-103.311
G256702E74125S,-74.125,-103.298
G256723E73628S,-73.628,-103.277
G256728E73616S,-73.616,-103.272
G256763E74196S,-74.196,-103.237
G256833E73888S,-73.888,-103.167
G256834E73881S,-73.881,-103.166
G256843E74611S,-74.611,-103.157
G256854E74172S,-74.172,-103.146
G256855E73899S,-73.899,-103.145
G256870E73880S,-73.88,-103.13
G256871E73873S,-73.873,-103.129
G256871E73893S,-73.893,-103.129
G256885E73886S,-73.886,-103.115
G256892E73837S,-73.837,-103.108
G256895E73876S,-73.876,-103.105
G256899E73840S,-73.84,-103.101
G256899E73896S,-73.896,-103.101
G256912E73839S,-73.839,-103.088
G256918E73888S,-73.888,-103.082
G256920E73834S,-73.834,-103.08
G256920E73903S,-73.903,-103.08
G256935E73909S,-73.909,-103.065
G256946E73919S,-73.919,-103.054
G257068E74366S,-74.366,-102.932
G257082E74370S,-74.37,-102.918
G257086E74362S,-74.362,-102.914
G257087E74357S,-74.357,-102.913
G257102E74367S,-74.367,-102.898
G257110E74354S,-74.354,-102.89
G257175E74341S,-74.341,-102.825
G257253E74407S,-74.407,-102.747
G257276E74394S,-74.394,-102.724
G257293E74406S,-74.406,-102.707
G257331E74383S,-74.383,-102.669
G257353E74390S,-74.39,-102.647
G257385E74454S,-74.454,-102.615
G257442E74425S,-74.425,-102.558
G257455E74444S,-74.444,-102.545
G257456E74106S,-74.106,-102.544
G257464E74096S,-74.096,-102.536
G257492E74432S,-74.432,-102.508
G257509E74419S,-74.419,-102.491
G257513E74426S,-74.426,-102.487
G257522E74130S,-74.13,-102.478
G257537E74477S,-74.477,-102.463
G257544E74462S,-74.462,-102.456
G257549E74468S,-74.468,-102.451
G257550E74119S,-74.119,-102.45
G257568E74142S,-74.142,-102.432
G257573E74469S,-74.469,-102.427
G257577E74459S,-74.459,-102.423
G257589E74093S,-74.093,-102.411
G257604E74476S,-74.476,-102.396
G257604E74500S,-74.5,-102.396
G257617E74136S,-74.136,-102.383
G257628E74484S,-74.484,-102.372
G257636E74465S,-74.465,-102.364
G257648E74472S,-74.472,-102.352
G257650E74478S,-74.478,-102.35
G257705E74488S,-74.488,-102.295
G257756E74481S,-74.481,-102.244
G257920E74607S,-74.607,-102.08
G257977E74135S,-74.135,-102.023
G258020E74031S,-74.031,-101.98
G258025E74344S,-74.344,-101.975
G258118E74048S,-74.048,-101.882
G258123E74058S,-74.058,-101.877
G258176E74048S,-74.048,-101.824
G258190E74040S,-74.04,-101.81
G258420E73620S,-73.62,-101.58
G259578E71964S,-71.964,-100.422
G259732E72072S,-72.072,-100.268
G260076E72139S,-72.139,-99.924
G260221E72654S,-72.654,-99.779
G260447E72070S,-72.07,-99.553
G260838E72287S,-72.287,-99.162
G260974E72131S,-72.131,-99.026
G261456E71989S,-71.989,-98.544
G262014E72205S,-72.205,-97.986
G262500E72252S,-72.252,-97.5
G263102E72307S,-72.307,-96.898
G263200E72031S,-72.031,-96.8
G263560E76894S,-76.894,-96.44
G263682E72330S,-72.33,-96.318
G264023E72179S,-72.179,-95.977
G265191E72581S,-72.581,-94.809
G266069E72859S,-72.859,-93.931
G268787E72818S,-72.818,-91.213
G269277E68854S,-68.854,-90.723
G269278E68853S,-68.853,-90.722
G269286E68821S,-68.821,-90.714
G269288E68824S,-68.824,-90.712
G269291E68837S,-68.837,-90.709
G269303E68830S,-68.83,-90.697
G269307E68823S,-68.823,-90.693
G269314E68876S,-68.876,-90.686
G269322E68815S,-68.815,-90.678
G269323E68814S,-68.814,-90.677
G269327E68840S,-68.84,-90.673
G269330E68797S,-68.797,-90.67
G269334E68873S,-68.873,-90.666
G269344E68780S,-68.78,-90.656
G269375E68776S,-68.776,-90.625
G269381E68896S,-68.896,-90.619
G269400E68805S,-68.805,-90.6
G269419E68915S,-68.915,-90.581
G269428E68836S,-68.836,-90.572
G269441E68837S,-68.837,-90.559
G269467E68812S,-68.812,-90.533
G269468E68886S,-68.886,-90.532
G269476E68828S,-68.828,-90.524
G269509E68842S,-68.842,-90.491
G269512E68860S,-68.86,-90.488
G269518E68835S,-68.835,-90.482
G269532E68845S,-68.845,-90.468
G269533E68847S,-68.847,-90.467
G269573E68866S,-68.866,-90.427
G270081E72963S,-72.963,-89.919
G281634E72693S,-72.693,-78.366
G282019E73246S,-73.246,-77.981
G284601E69761S,-69.761,-75.399
G284871E69961S,-69.961,-75.129
G284892E73195S,-73.195,-75.108
G284989E70860S,-70.86,-75.011
G285419E70055S,-70.055,-74.581
G285424E70086S,-70.086,-74.576
G285430E70142S,-70.142,-74.57
G285437E70082S,-70.082,-74.563
G285457E71860S,-71.86,-74.543
G285469E70087S,-70.087,-74.531
G285484E70080S,-70.08,-74.516
G285496E70129S,-70.129,-74.504
G285504E70107S,-70.107,-74.496
G285535E70130S,-70.13,-74.465
G286128E71593S,-71.593,-73.872
G286154E73236S,-73.236,-73.846
G286270E71795S,-71.795,-73.73
G286747E71599S,-71.599,-73.253
G286884E71513S,-71.513,-73.116
G287038E71421S,-71.421,-72.962
G287106E71732S,-71.732,-72.894
G287448E69562S,-69.562,-72.552
G287788E69575S,-69.575,-72.212
G287981E69650S,-69.65,-72.019
G288035E73214S,-73.214,-71.965
G288047E69282S,-69.282,-71.953
G288063E69239S,-69.239,-71.937
G288065E69176S,-69.176,-71.935
G288123E69315S,-69.315,-71.877
G288156E69396S,-69.396,-71.844
G288227E69334S,-69.334,-71.773
G288232E69653S,-69.653,-71.768
G288313E69620S,-69.62,-71.687
G288366E69500S,-69.5,-71.634
G288390E71668S,-71.668,-71.61
G288403E69922S,-69.922,-71.597
G288412E69666S,-69.666,-71.588
G288422E69568S,-69.568,-71.578
G288424E70348S,-70.348,-71.576
G288506E69733S,-69.733,-71.494
G288531E71248S,-71.248,-71.469
G288559E69375S,-69.375,-71.441
G288684E69119S,-69.119,-71.316
G288838E72135S,-72.135,-71.162
G288949E68900S,-68.9,-71.051
G289014E69843S,-69.843,-70.986
G289107E72447S,-72.447,-70.893
G289282E70289S,-70.289,-70.718
G289312E69187S,-69.187,-70.688
G289333E71714S,-71.714,-70.667
G289474E70612S,-70.612,-70.526
G289514E68998S,-68.998,-70.486
G289529E68747S,-68.747,-70.471
G289541E68759S,-68.759,-70.459
G289571E70987S,-70.987,-70.429
G289589E69252S,-69.252,-70.411
G289727E69498S,-69.498,-70.273
G289867E69987S,-69.987,-70.133
G289896E69215S,-69.215,-70.104
G289924E70013S,-70.013,-70.076
G289938E69176S,-69.176,-70.062
G290150E71851S,-71.851,-69.85
G290188E69318S,-69.318,-69.812
G290309E69558S,-69.558,-69.691
G290313E70685S,-70.685,-69.687
G290379E71192S,-71.192,-69.621
G290447E70447S,-70.447,-69.553
G290457E69817S,-69.817,-69.543
G290521E69973S,-69.973,-69.479
G290544E70875S,-70.875,-69.456
G290545E69594S,-69.594,-69.455
G290554E69632S,-69.632,-69.446
G290559E69687S,-69.687,-69.441
G290598E69719S,-69.719,-69.402
G290601E69753S,-69.753,-69.399
G290602E69658S,-69.658,-69.398
G290637E69775S,-69.775,-69.363
G290661E69879S,-69.879,-69.339
G290741E70149S,-70.149,-69.259
G290965E70354S,-70.354,-69.035
G290989E68338S,-68.338,-69.011
G290995E68340S,-68.34,-69.005
G291006E68338S,-68.338,-68.994
G291013E68335S,-68.335,-68.987
G291016E71598S,-71.598,-68.984
G291017E68338S,-68.338,-68.983
G291143E70511S,-70.511,-68.857
G291150E70737S,-70.737,-68.85
G291154E70603S,-70.603,-68.846
G291187E69418S,-69.418,-68.813
G291192E67739S,-67.739,-68.808
G291205E71547S,-71.547,-68.795
G291225E70961S,-70.961,-68.775
G291241E69407S,-69.407,-68.759
G291243E71869S,-71.869,-68.757
G291259E71409S,-71.409,-68.741
G291261E71734S,-71.734,-68.739
G291277E71904S,-71.904,-68.723
G291297E69111S,-69.111,-68.703
G291323E67688S,-67.688,-68.677
G291325E69448S,-69.448,-68.675
G291329E69104S,-69.104,-68.671
G291339E69090S,-69.09,-68.661
G291368E69662S,-69.662,-68.632
G291370E69409S,-69.409,-68.63
G291383E69326S,-69.326,-68.617
G291397E67736S,-67.736,-68.603
G291414E67675S,-67.675,-68.586
G291420E71141S,-71.141,-68.58
G291429E69525S,-69.525,-68.571
G291435E72138S,-72.138,-68.565
G291448E70846S,-70.846,-68.552
G291466E67666S,-67.666,-68.534
G291470E67581S,-67.581,-68.53
G291486E67663S,-67.663,-68.514
G291487E69780S,-69.78,-68.513
G291489E69421S,-69.421,-68.511
G291495E69661S,-69.661,-68.505
G291496E67190S,-67.19,-68.504
G291496E70874S,-70.874,-68.504
G291499E67662S,-67.662,-68.501
G291503E71280S,-71.28,-68.497
G291508E69211S,-69.211,-68.492
G291516E68991S,-68.991,-68.484
G291517E68988S,-68.988,-68.483
G291518E69483S,-69.483,-68.482
G291519E67659S,-67.659,-68.481
G291519E68997S,-68.997,-68.481
G291524E68990S,-68.99,-68.476
G291524E68996S,-68.996,-68.476
G291540E71222S,-71.222,-68.46
G291542E69154S,-69.154,-68.458
G291545E69389S,-69.389,-68.455
G291546E70853S,-70.853,-68.454
G291551E70826S,-70.826,-68.449
G291556E67610S,-67.61,-68.444
G291585E67627S,-67.627,-68.415
G291589E67733S,-67.733,-68.411
G291591E70884S,-70.884,-68.409
G291592E69650S,-69.65,-68.408
G291601E67729S,-67.729,-68.399
G291605E67733S,-67.733,-68.395
G291617E67730S,-67.73,-68.383
G291621E67543S,-67.543,-68.379
G291639E69551S,-69.551,-68.361
G291642E69423S,-69.423,-68.358
G291654E67606S,-67.606,-68.346
G291682E71046S,-71.046,-68.318
G291684E67287S,-67.287,-68.316
G291694E71790S,-71.79,-68.306
G291706E69240S,-69.24,-68.294
G291717E69307S,-69.307,-68.283
G291720E71584S,-71.584,-68.28
