glacier_id,lat,lon
G161742E77633S,-77.633,161.742
G161747E77302S,-77.302,161.747
G161750E77796S,-77.796,161.75
G161754E77623S,-77.623,161.754
G161754E77803S,-77.803,161.754
G161759E77252S,-77.252,161.759
G161760E77277S,-77.277,161.76
G161762E77292S,-77.292,161.762
G161767E77222S,-77.222,161.767
G161775E77438S,-77.438,161.775
G161780E77432S,-77.432,161.78
G161790E77297S,-77.297,161.79
G161791E77284S,-77.284,161.791
G161804E77803S,-77.803,161.804
G161817E77660S,-77.66,161.817
G161824E77299S,-77.299,161.824
G161841E77256S,-77.256,161.841
G161842E77296S,-77.296,161.842
G161842E77571S,-77.571,161.842
G161845E77306S,-77.306,161.845
G161854E77194S,-77.194,161.854
G161855E77300S,-77.3,161.855
G161859E77604S,-77.604,161.859
G161864E70235S,-70.235,161.864
G161865E77311S,-77.311,161.865
G161868E77318S,-77.318,161.868
G161876E77312S,-77.312,161.876
G161877E77610S,-77.61,161.877
G161879E77446S,-77.446,161.879
G161881E77688S,-77.688,161.881
G161882E77198S,-77.198,161.882
G161883E77308S,-77.308,161.883
G161883E77323S,-77.323,161.883
G161890E77268S,-77.268,161.89
G161890E77294S,-77.294,161.89
G161891E77219S,-77.219,161.891
G161904E77787S,-77.787,161.904
G161909E77810S,-77.81,161.909
G161911E77265S,-77.265,161.911
G161915E77570S,-77.57,161.915
G161916E77225S,-77.225,161.916
G161922E77321S,-77.321,161.922
G161924E77261S,-77.261,161.924
G161929E77457S,-77.457,161.929
G161932E77284S,-77.284,161.932
G161935E77573S,-77.573,161.935
G161938E77319S,-77.319,161.938
G161941E77258S,-77.258,161.941
G161947E77572S,-77.572,161.947
G161953E77679S,-77.679,161.953
G161954E77285S,-77.285,161.954
G161960E77809S,-77.809,161.96
G161973E77475S,-77.475,161.973
G161977E77563S,-77.563,161.977
G161981E78006S,-78.006,161.981
G161983E77323S,-77.323,161.983
G161989E77351S,-77.351,161.989
G161989E77626S,-77.626,161.989
G161989E77686S,-77.686,161.989
G161996E77337S,-77.337,161.996
G162002E77476S,-77.476,162.002
G162004E77255S,-77.255,162.004
G162004E77313S,-77.313,162.004
G162004E77635S,-77.635,162.004
G162005E77570S,-77.57,162.005
G162007E78006S,-78.006,162.007
G162021E77471S,-77.471,162.021
G162027E77438S,-77.438,162.027
G162027E77809S,-77.809,162.027
G162029E77684S,-77.684,162.029
G162030E77329S,-77.329,162.03
G162031E77572S,-77.572,162.031
G162033E77565S,-77.565,162.033
G162033E77638S,-77.638,162.033
G162034E77963S,-77.963,162.034
G162036E77603S,-77.603,162.036
G162040E77275S,-77.275,162.04
G162042E77786S,-77.786,162.042
G162043E77946S,-77.946,162.043
G162044E77952S,-77.952,162.044
G162047E77683S,-77.683,162.047
G162050E77574S,-77.574,162.05
G162053E77806S,-77.806,162.053
G162058E77347S,-77.347,162.058
G162068E77693S,-77.693,162.068
G162069E77807S,-77.807,162.069
G162071E77963S,-77.963,162.071
G162072E77951S,-77.951,162.072
G162074E77606S,-77.606,162.074
G162090E77997S,-77.997,162.09
G162093E77955S,-77.955,162.093
G162098E77804S,-77.804,162.098
G162099E77467S,-77.467,162.099
G162103E77961S,-77.961,162.103
G162105E77676S,-77.676,162.105
G162114E77575S,-77.575,162.114
G162119E77634S,-77.634,162.119
G162126E77782S,-77.782,162.126
G162135E77464S,-77.464,162.135
G162140E77792S,-77.792,162.14
G162146E77470S,-77.47,162.146
G162153E77337S,-77.337,162.153
G162155E77793S,-77.793,162.155
G162156E77778S,-77.778,162.156
G162157E77618S,-77.618,162.157
G162162E77985S,-77.985,162.162
G162163E77963S,-77.963,162.163
G162168E77787S,-77.787,162.168
G162173E77592S,-77.592,162.173
G162174E77777S,-77.777,162.174
G162178E77654S,-77.654,162.178
G162181E77473S,-77.473,162.181
G162193E77461S,-77.461,162.193
G162197E77336S,-77.336,162.197
G162202E77568S,-77.568,162.202
G162205E77577S,-77.577,162.205
G162205E77775S,-77.775,162.205
G162208E77468S,-77.468,162.208
G162210E77571S,-77.571,162.21
G162213E77898S,-77.898,162.213
G162216E77567S,-77.567,162.216
G162218E77562S,-77.562,162.218
G162218E77766S,-77.766,162.218
G162219E77793S,-77.793,162.219
G162220E77673S,-77.673,162.22
G162225E77298S,-77.298,162.225
G162225E77338S,-77.338,162.225
G162242E77624S,-77.624,162.242
G162247E77464S,-77.464,162.247
G162253E77680S,-77.68,162.253
G162275E77335S,-77.335,162.275
G162277E77469S,-77.469,162.277
G162278E66251S,-66.251,162.278
G162288E66300S,-66.3,162.288
G162290E77541S,-77.541,162.29
G162294E66284S,-66.284,162.294
G162295E77582S,-77.582,162.295
G162297E77761S,-77.761,162.297
G162303E77544S,-77.544,162.303
G162304E66316S,-66.316,162.304
G162304E77339S,-77.339,162.304
G162305E77790S,-77.79,162.305
G162312E77610S,-77.61,162.312
G162315E66329S,-66.329,162.315
G162316E77554S,-77.554,162.316
G162318E66354S,-66.354,162.318
G162319E77546S,-77.546,162.319
G162327E66270S,-66.27,162.327
G162343E77561S,-77.561,162.343
G162344E66294S,-66.294,162.344
G162345E66381S,-66.381,162.345
G162349E77660S,-77.66,162.349
G162352E66270S,-66.27,162.352
G162361E77285S,-77.285,162.361
G162365E66414S,-66.414,162.365
G162367E66320S,-66.32,162.367
G162372E77762S,-77.762,162.372
G162375E77791S,-77.791,162.375
G162383E66434S,-66.434,162.383
G162388E77754S,-77.754,162.388
G162392E77549S,-77.549,162.392
G162396E66344S,-66.344,162.396
G162397E77424S,-77.424,162.397
G162403E66451S,-66.451,162.403
G162404E77789S,-77.789,162.404
G162419E66370S,-66.37,162.419
G162426E77289S,-77.289,162.426
G162426E77391S,-77.391,162.426
G162432E77626S,-77.626,162.432
G162432E77792S,-77.792,162.432
G162443E66459S,-66.459,162.443
G162443E77552S,-77.552,162.443
G162445E66394S,-66.394,162.445
G162446E77522S,-77.522,162.446
G162450E77292S,-77.292,162.45
G162452E77389S,-77.389,162.452
G162461E77045S,-77.045,162.461
G162468E77652S,-77.652,162.468
G162477E66428S,-66.428,162.477
G162480E77350S,-77.35,162.48
G162491E77385S,-77.385,162.491
G162492E66423S,-66.423,162.492
G162493E77404S,-77.404,162.493
G162501E77755S,-77.755,162.501
G162501E77864S,-77.864,162.501
G162516E77788S,-77.788,162.516
G162523E77035S,-77.035,162.523
G162524E77491S,-77.491,162.524
G162524E78283S,-78.283,162.524
G162534E77404S,-77.404,162.534
G162535E78189S,-78.189,162.535
G162538E77217S,-77.217,162.538
G162541E77778S,-77.778,162.541
G162549E77507S,-77.507,162.549
G162551E78260S,-78.26,162.551
G162552E78190S,-78.19,162.552
G162568E77405S,-77.405,162.568
G162571E77362S,-77.362,162.571
G162576E78195S,-78.195,162.576
G162581E66471S,-66.471,162.581
G162582E77396S,-77.396,162.582
G162582E78198S,-78.198,162.582
G162586E78193S,-78.193,162.586
G162600E77775S,-77.775,162.6
G162605E77633S,-77.633,162.605
G162618E77484S,-77.484,162.618
G162619E77403S,-77.403,162.619
G162630E77765S,-77.765,162.63
G162632E77007S,-77.007,162.632
G162633E77862S,-77.862,162.633
G162638E77008S,-77.008,162.638
G162643E77618S,-77.618,162.643
G162644E66491S,-66.491,162.644
G162644E77614S,-77.614,162.644
G162645E77741S,-77.741,162.645
G162654E77858S,-77.858,162.654
G162658E78242S,-78.242,162.658
G162668E77857S,-77.857,162.668
G162675E77726S,-77.726,162.675
G162687E77596S,-77.596,162.687
G162687E77763S,-77.763,162.687
G162687E78247S,-78.247,162.687
G162689E78279S,-78.279,162.689
G162691E78239S,-78.239,162.691
G162692E77627S,-77.627,162.692
G162692E78276S,-78.276,162.692
G162693E77489S,-77.489,162.693
G162698E78065S,-78.065,162.698
G162703E77349S,-77.349,162.703
G162710E77571S,-77.571,162.71
G162714E77620S,-77.62,162.714
G162715E77631S,-77.631,162.715
G162719E78264S,-78.264,162.719
G162720E78260S,-78.26,162.72
G162724E78320S,-78.32,162.724
G162729E77632S,-77.632,162.729
G162729E78038S,-78.038,162.729
G162731E77502S,-77.502,162.731
G162731E78060S,-78.06,162.731
G162735E77620S,-77.62,162.735
G162735E78257S,-78.257,162.735
G162743E77634S,-77.634,162.743
G162744E66554S,-66.554,162.744
G162744E78142S,-78.142,162.744
G162744E78193S,-78.193,162.744
G162747E66550S,-66.55,162.747
G162749E77617S,-77.617,162.749
G162749E77723S,-77.723,162.749
G162754E77630S,-77.63,162.754
G162755E78133S,-78.133,162.755
G162756E66545S,-66.545,162.756
G162764E78063S,-78.063,162.764
G162768E75630S,-75.63,162.768
G162774E78056S,-78.056,162.774
G162776E77624S,-77.624,162.776
G162777E78141S,-78.141,162.777
G162780E77597S,-77.597,162.78
G162780E78054S,-78.054,162.78
